customer_id,acq_month,channel,geo,income_band,acq_type,monthly_fee,observed_tenure_months,status,revenue_to_date,acquisition_cost
C2301,2025-06,search,UK,high,discount,17,5,active,91.0,30.54
C2302,2025-01,search,US,high,full_price,17,10,active,173.0,16.98
C2303,2025-02,search,US,mid,full_price,15,9,active,145.0,16.29
C2304,2025-03,referral,US,high,discount,17,4,churned,67.5,8.36
C2305,2025-04,referral,IN,low,discount,15,7,churned,109.0,12.27
C2306,2025-05,search,US,low,full_price,13,5,churned,65.0,23.46
C2307,2025-06,referral,IN,high,discount,17,5,active,85.0,14.71
C2308,2025-01,paid_social,UK,mid,full_price,13,10,active,142.0,31.64
C2309,2025-02,search,CA,mid,full_price,15,9,active,141.0,30.47
C2310,2025-03,paid_social,US,low,full_price,13,8,active,91.0,25.79
C2311,2025-04,referral,US,high,full_price,17,7,active,114.0,9.66
C2312,2025-05,search,IN,low,full_price,13,6,active,94.0,29.35
C2313,2025-06,search,US,high,discount,15,2,churned,19.25,24.47
C2314,2025-01,paid_social,CA,low,discount,13,3,churned,39.0,17.46
C2315,2025-02,search,US,low,full_price,13,7,churned,97.0,16.66
C2316,2025-03,paid_social,IN,mid,full_price,15,3,churned,45.0,26.05
C2317,2025-04,referral,IN,low,discount,15,7,active,98.0,8.84
C2318,2025-05,referral,CA,mid,full_price,15,6,active,110.0,13.5
C2319,2025-06,paid_social,IN,high,discount,17,2,churned,29.75,29.9
C2320,2025-01,search,UK,high,full_price,17,8,churned,140.0,21.21
C2321,2025-02,referral,US,low,discount,13,2,churned,40.0,13.92
C2322,2025-03,search,US,mid,full_price,17,8,active,142.0,19.7
C2323,2025-04,paid_social,IN,low,discount,13,7,active,86.0,15.83
C2324,2025-05,referral,IN,low,full_price,15,6,active,81.0,10.52
C2325,2025-06,search,US,low,full_price,17,5,active,74.0,28.18
C2326,2025-01,referral,UK,high,discount,15,4,churned,45.0,13.21
C2327,2025-02,referral,UK,mid,full_price,15,9,active,120.0,11.84
C2328,2025-03,search,UK,mid,full_price,15,8,active,136.0,20.68
C2329,2025-04,search,UK,low,full_price,13,7,active,84.0,32.08
C2330,2025-05,paid_social,IN,low,discount,15,6,active,98.0,24.36
C2331,2025-06,search,UK,mid,full_price,13,2,churned,26.0,17.77
C2332,2025-01,search,IN,low,discount,13,7,churned,87.75,28.2
C2333,2025-02,paid_social,IN,low,discount,13,2,churned,26.0,16.05
C2334,2025-03,referral,UK,mid,discount,17,4,churned,68.0,10.92
C2335,2025-04,paid_social,UK,low,full_price,15,7,active,113.0,22.24
C2336,2025-05,referral,UK,mid,discount,17,1,churned,23.0,9.57
C2337,2025-06,search,US,low,discount,13,5,active,77.0,26.04
C2338,2025-01,search,US,low,discount,13,1,churned,17.0,16.34
C2339,2025-02,referral,IN,low,discount,13,8,churned,104.0,8.78
C2340,2025-03,search,UK,high,full_price,17,8,active,119.0,24.98
C2341,2025-04,search,US,high,full_price,15,7,active,113.0,15.28
C2342,2025-05,paid_social,IN,mid,full_price,15,6,churned,82.5,28.97
C2343,2025-06,paid_social,IN,mid,full_price,17,5,active,85.0,29.54
C2344,2025-01,referral,US,low,discount,13,5,churned,58.5,13.8
C2345,2025-02,paid_social,US,low,full_price,13,9,active,127.0,26.73
C2346,2025-03,paid_social,IN,low,discount,13,5,churned,73.0,26.04
C2347,2025-04,paid_social,CA,mid,full_price,13,7,active,95.0,25.88
C2348,2025-05,referral,IN,mid,discount,13,6,active,78.0,19.5
C2349,2025-06,referral,US,high,full_price,15,5,active,87.0,12.6
C2350,2025-01,referral,CA,high,discount,17,1,churned,16.5,14.55
C2351,2025-02,paid_social,UK,mid,full_price,15,9,active,149.0,39.83
C2352,2025-03,referral,CA,low,discount,13,4,churned,36.5,12.11
C2353,2025-04,paid_social,IN,high,discount,15,7,active,75.0,43.88
C2354,2025-05,search,CA,low,discount,13,5,churned,58.5,22.09
C2355,2025-06,search,US,mid,full_price,15,5,active,60.0,26.73
C2356,2025-01,referral,US,high,discount,13,7,churned,105.0,10.77
C2357,2025-02,paid_social,CA,mid,discount,13,7,churned,105.0,32.89
C2358,2025-03,search,US,low,discount,13,3,churned,39.0,14.07
C2359,2025-04,referral,IN,high,discount,17,7,active,129.0,8.98
C2360,2025-05,paid_social,US,mid,full_price,13,6,active,82.0,25.32
C2361,2025-06,referral,IN,low,discount,15,5,active,79.0,10.18
C2362,2025-01,search,IN,low,full_price,13,10,active,141.0,21.84
C2363,2025-02,search,US,high,full_price,17,9,active,144.0,31.57
C2364,2025-03,referral,US,high,discount,15,8,churned,124.5,12.94
C2365,2025-04,paid_social,US,low,full_price,13,7,active,103.0,31.51
C2366,2025-05,referral,US,low,discount,15,6,active,90.0,10.45
C2367,2025-06,referral,UK,high,full_price,17,5,active,93.0,12.91
C2368,2025-01,paid_social,US,high,full_price,15,10,active,149.0,23.94
C2369,2025-02,paid_social,US,mid,full_price,13,9,active,91.0,20.8
C2370,2025-03,paid_social,IN,mid,discount,15,3,churned,45.0,17.6
C2371,2025-04,search,UK,mid,full_price,17,1,churned,17.0,26.76
C2372,2025-05,referral,US,low,discount,15,6,churned,71.25,5.67
C2373,2025-06,paid_social,IN,mid,full_price,15,5,active,89.0,29.85
C2374,2025-01,paid_social,IN,mid,full_price,15,10,active,158.0,30.76
C2375,2025-02,paid_social,US,high,full_price,17,4,churned,72.0,30.91
C2376,2025-03,referral,IN,high,discount,17,2,churned,34.0,10.81
C2377,2025-04,search,US,mid,full_price,15,7,active,104.0,25.52
C2378,2025-05,referral,US,mid,discount,17,3,churned,42.5,12.47
C2379,2025-06,search,IN,low,full_price,13,1,churned,6.5,26.21
C2380,2025-01,paid_social,US,low,discount,13,7,churned,78.75,35.24
C2381,2025-02,search,US,mid,full_price,17,9,active,153.0,15.29
C2382,2025-03,search,UK,high,discount,17,1,churned,17.0,18.6
C2383,2025-04,search,CA,mid,full_price,15,7,active,121.0,20.76
C2384,2025-05,referral,CA,mid,full_price,15,6,active,94.0,13.1
C2385,2025-06,paid_social,US,low,discount,17,2,churned,38.0,22.35
C2386,2025-01,search,US,high,full_price,13,10,active,131.0,19.97
C2387,2025-02,search,UK,high,full_price,17,9,active,173.0,18.9
C2388,2025-03,search,US,low,full_price,13,8,active,103.0,19.49
C2389,2025-04,paid_social,IN,low,discount,13,4,churned,35.75,25.29
C2390,2025-05,paid_social,IN,mid,full_price,13,6,active,69.0,26.46
C2391,2025-06,referral,UK,low,full_price,15,5,active,81.0,9.88
C2392,2025-01,search,IN,high,full_price,17,10,active,178.0,24.7
C2393,2025-02,paid_social,UK,high,full_price,17,9,active,148.0,26.89
C2394,2025-03,referral,IN,mid,discount,15,8,churned,128.5,10.07
C2395,2025-04,paid_social,CA,low,discount,13,5,churned,52.0,24.37
C2396,2025-05,referral,US,low,discount,13,3,churned,45.0,11.06
C2397,2025-06,referral,UK,low,discount,13,3,churned,47.0,8.77
C2398,2025-01,referral,US,high,full_price,17,10,churned,184.0,11.01
C2399,2025-02,paid_social,US,low,discount,17,2,churned,34.0,37.4
C2400,2025-03,referral,UK,mid,discount,13,6,churned,73.0,6.36
C2401,2025-04,paid_social,UK,mid,full_price,15,7,active,105.0,23.14
C2402,2025-05,paid_social,CA,high,full_price,17,6,active,106.0,27.91
C2403,2025-06,search,US,high,discount,17,5,active,68.0,21.26
C2404,2025-01,referral,US,low,discount,13,1,churned,19.0,12.0
C2405,2025-02,referral,IN,low,discount,17,3,churned,59.0,11.52
C2406,2025-03,search,UK,mid,full_price,15,6,churned,98.0,21.01
C2407,2025-04,search,US,low,full_price,13,7,active,95.0,28.91
C2408,2025-05,paid_social,US,low,discount,13,1,churned,17.0,31.97
C2409,2025-06,paid_social,UK,low,discount,13,5,active,65.0,21.38
C2410,2025-01,search,CA,mid,full_price,17,10,active,184.0,18.7
C2411,2025-02,paid_social,UK,low,discount,13,5,churned,48.75,35.06
C2412,2025-03,referral,CA,mid,full_price,17,8,active,125.0,13.0
C2413,2025-04,paid_social,UK,high,discount,15,3,churned,45.0,22.86
C2414,2025-05,paid_social,US,mid,full_price,15,6,active,96.0,36.07
C2415,2025-06,referral,IN,low,discount,13,3,churned,39.0,10.3
C2416,2025-01,referral,UK,mid,discount,15,10,active,150.0,7.27
C2417,2025-02,paid_social,UK,low,discount,13,1,churned,19.0,27.09
C2418,2025-03,paid_social,US,high,full_price,17,8,active,127.0,31.99
C2419,2025-04,paid_social,US,high,full_price,17,7,active,85.0,23.9
C2420,2025-05,search,UK,mid,full_price,15,6,active,75.0,19.14
C2421,2025-06,search,CA,mid,full_price,13,2,churned,30.0,28.65
C2422,2025-01,search,CA,high,full_price,15,8,churned,134.5,23.36
C2423,2025-02,paid_social,US,low,discount,13,1,churned,0.0,20.85
C2424,2025-03,referral,US,low,discount,13,8,churned,104.0,11.33
C2425,2025-04,paid_social,IN,low,discount,15,5,churned,71.25,27.74
C2426,2025-05,paid_social,CA,mid,full_price,17,6,active,97.0,27.93
C2427,2025-06,paid_social,IN,low,discount,13,1,churned,13.0,22.24
C2428,2025-01,search,UK,high,full_price,17,10,active,153.0,22.69
C2429,2025-02,referral,IN,low,full_price,13,8,churned,104.0,7.07
C2430,2025-03,search,UK,mid,full_price,15,8,active,128.0,23.27
C2431,2025-04,paid_social,UK,low,discount,13,7,active,78.0,27.67
C2432,2025-05,referral,IN,high,full_price,17,6,active,102.0,13.43
C2433,2025-06,search,US,high,full_price,17,5,active,74.0,18.25
C2434,2025-01,referral,UK,low,discount,13,10,active,152.0,14.26
C2435,2025-02,paid_social,IN,mid,discount,13,9,active,141.0,28.97
C2436,2025-03,paid_social,IN,mid,full_price,13,7,churned,95.75,31.05
C2437,2025-04,referral,CA,high,full_price,15,2,churned,26.5,18.66
C2438,2025-05,referral,US,low,discount,13,1,churned,13.0,7.77
C2439,2025-06,referral,IN,low,discount,17,5,active,68.0,6.6
C2440,2025-01,search,UK,low,full_price,13,4,churned,38.5,25.7
C2441,2025-02,paid_social,IN,mid,discount,15,9,active,111.0,38.1
C2442,2025-03,referral,US,mid,full_price,17,8,active,129.0,11.36
C2443,2025-04,search,CA,mid,full_price,13,7,active,99.0,19.76
C2444,2025-05,search,CA,mid,full_price,15,6,active,94.0,25.8
C2445,2025-06,paid_social,IN,mid,discount,17,5,active,89.0,35.17
C2446,2025-01,referral,CA,mid,discount,13,3,churned,39.0,11.52
C2447,2025-02,paid_social,US,low,full_price,13,2,churned,26.0,23.35
C2448,2025-03,search,US,low,full_price,15,8,active,111.0,17.63
C2449,2025-04,search,UK,mid,full_price,15,7,active,98.0,14.05
C2450,2025-05,search,US,mid,discount,15,1,churned,7.5,18.41
C2451,2025-06,referral,US,low,discount,13,1,churned,0.0,11.94
C2452,2025-01,referral,IN,low,discount,13,10,active,110.0,10.72
C2453,2025-02,paid_social,US,low,discount,15,1,churned,15.0,40.8
C2454,2025-03,search,UK,mid,full_price,13,8,active,114.0,28.25
C2455,2025-04,paid_social,US,mid,discount,13,1,churned,13.0,26.11
C2456,2025-05,paid_social,IN,mid,discount,15,6,active,60.0,36.85
C2457,2025-06,referral,US,high,full_price,17,5,active,72.0,10.23
C2458,2025-01,referral,IN,mid,discount,15,2,churned,30.25,7.05
C2459,2025-02,search,IN,low,discount,13,4,churned,35.75,19.19
C2460,2025-03,search,US,low,full_price,13,8,active,112.0,27.7
C2461,2025-04,paid_social,US,mid,full_price,15,7,active,123.0,35.37
C2462,2025-05,paid_social,US,low,full_price,13,6,active,85.0,18.88
C2463,2025-06,referral,CA,mid,discount,13,5,churned,81.0,6.5
C2464,2025-01,referral,UK,low,full_price,13,10,active,130.0,10.65
C2465,2025-02,search,IN,low,full_price,15,9,active,149.0,19.32
C2466,2025-03,referral,US,mid,discount,15,4,churned,66.0,12.59
C2467,2025-04,referral,IN,low,discount,13,2,churned,23.5,5.78
C2468,2025-05,search,UK,high,full_price,15,6,active,94.0,21.3
C2469,2025-06,referral,UK,high,full_price,15,5,active,81.0,12.65
C2470,2025-01,paid_social,US,mid,full_price,13,10,active,146.0,26.73
C2471,2025-02,paid_social,US,low,full_price,17,9,active,157.0,17.92
C2472,2025-03,search,US,mid,full_price,15,3,churned,45.0,22.23
C2473,2025-04,search,US,high,full_price,17,7,active,110.0,8.86
C2474,2025-05,referral,US,mid,discount,15,1,churned,11.5,9.75
C2475,2025-06,referral,UK,low,discount,13,5,active,73.0,15.11
C2476,2025-01,search,UK,mid,full_price,13,1,churned,9.75,12.53
C2477,2025-02,search,US,high,full_price,17,9,active,136.0,20.82
C2478,2025-03,paid_social,IN,high,full_price,17,8,active,156.0,33.45
C2479,2025-04,paid_social,IN,low,discount,15,2,churned,22.5,28.39
C2480,2025-05,referral,IN,mid,discount,15,1,churned,19.0,12.45
C2481,2025-06,referral,IN,low,full_price,15,5,active,81.0,8.1
C2482,2025-01,paid_social,IN,mid,discount,17,9,churned,159.0,22.62
C2483,2025-02,referral,IN,mid,discount,15,4,churned,60.0,9.89
C2484,2025-03,referral,UK,mid,full_price,13,8,active,95.0,6.2
C2485,2025-04,search,US,high,full_price,15,7,active,113.0,24.79
C2486,2025-05,paid_social,IN,mid,full_price,13,6,active,84.0,19.27
C2487,2025-06,paid_social,UK,mid,full_price,15,5,active,83.0,29.27
C2488,2025-01,search,UK,mid,full_price,17,10,active,163.0,19.37
C2489,2025-02,referral,US,low,discount,13,9,active,121.0,14.32
C2490,2025-03,referral,UK,low,discount,15,1,churned,15.0,13.51
C2491,2025-04,paid_social,CA,mid,full_price,17,7,active,123.0,39.76
C2492,2025-05,paid_social,IN,mid,discount,17,6,churned,93.0,25.98
C2493,2025-06,referral,IN,high,discount,17,1,churned,0.0,11.75
C2494,2025-01,paid_social,US,low,full_price,13,10,churned,150.0,29.69
C2495,2025-02,referral,IN,mid,discount,15,3,churned,45.0,9.57
C2496,2025-03,paid_social,UK,low,discount,15,2,churned,30.0,37.96
C2497,2025-04,referral,IN,mid,discount,15,6,churned,90.5,4.81
C2498,2025-05,paid_social,IN,mid,discount,13,2,churned,22.75,30.15
C2499,2025-06,referral,US,mid,discount,15,3,churned,53.0,13.05
C2500,2025-01,search,CA,mid,discount,17,3,churned,51.0,19.96
C2501,2025-02,search,UK,mid,full_price,15,6,churned,90.0,31.04
C2502,2025-03,search,UK,high,full_price,15,1,churned,15.0,19.17
C2503,2025-04,referral,US,low,full_price,13,7,churned,101.0,15.08
C2504,2025-05,search,IN,high,full_price,17,6,active,102.0,23.93
C2505,2025-06,referral,IN,low,discount,13,2,churned,32.0,9.06
C2506,2025-01,referral,IN,low,discount,17,5,churned,80.75,5.69
C2507,2025-02,paid_social,IN,low,discount,13,3,churned,39.0,27.86
C2508,2025-03,search,US,mid,full_price,13,8,active,103.0,24.59
C2509,2025-04,paid_social,US,high,full_price,17,7,active,106.0,26.52
C2510,2025-05,referral,US,mid,discount,13,2,churned,22.75,11.05
C2511,2025-06,paid_social,US,high,full_price,15,5,active,81.0,36.97
C2512,2025-01,referral,UK,low,full_price,15,10,active,174.0,4.94
C2513,2025-02,search,US,low,full_price,13,4,churned,48.75,23.55
C2514,2025-03,paid_social,US,low,full_price,15,8,active,120.0,29.63
C2515,2025-04,referral,IN,low,discount,15,3,churned,37.5,6.91
C2516,2025-05,search,IN,low,discount,15,1,churned,7.5,30.28
C2517,2025-06,paid_social,IN,low,discount,13,2,churned,26.0,27.23
C2518,2025-01,search,US,low,discount,13,1,churned,9.75,24.85
C2519,2025-02,paid_social,UK,mid,full_price,15,7,churned,117.0,35.73
C2520,2025-03,search,CA,low,discount,13,4,churned,52.0,18.67
C2521,2025-04,referral,US,mid,full_price,15,5,churned,89.0,10.6
C2522,2025-05,search,CA,low,full_price,13,6,active,69.0,30.1
C2523,2025-06,referral,UK,mid,discount,13,2,churned,26.0,11.4
C2524,2025-01,referral,IN,low,discount,13,10,active,140.0,10.61
C2525,2025-02,search,CA,low,discount,15,1,churned,15.25,24.84
C2526,2025-03,referral,CA,mid,full_price,15,8,active,126.0,10.65
C2527,2025-04,referral,CA,low,discount,13,1,churned,13.75,12.2
C2528,2025-05,search,CA,high,discount,17,2,churned,34.0,19.72
C2529,2025-06,search,US,mid,discount,15,2,churned,30.25,25.85
C2530,2025-01,paid_social,UK,low,full_price,15,10,active,166.0,29.31
C2531,2025-02,paid_social,IN,low,discount,13,9,active,133.0,31.52
C2532,2025-03,search,IN,mid,discount,13,2,churned,26.0,19.25
C2533,2025-04,referral,CA,mid,discount,13,6,churned,78.0,14.13
C2534,2025-05,paid_social,UK,high,discount,17,6,active,89.0,27.66
C2535,2025-06,paid_social,US,low,discount,13,5,churned,52.0,22.61
C2536,2025-01,referral,UK,mid,discount,15,3,churned,53.0,11.41
C2537,2025-02,referral,UK,high,full_price,15,9,active,143.0,10.12
C2538,2025-03,referral,US,low,discount,17,5,churned,88.75,11.84
C2539,2025-04,paid_social,US,low,discount,13,7,active,101.0,18.16
C2540,2025-05,paid_social,IN,mid,discount,15,4,churned,41.25,29.32
C2541,2025-06,referral,US,low,discount,15,5,active,66.0,15.25
C2542,2025-01,referral,UK,low,discount,15,3,churned,34.0,9.74
C2543,2025-02,search,US,high,full_price,17,9,active,161.0,24.87
C2544,2025-03,paid_social,UK,mid,full_price,15,7,churned,83.0,22.98
C2545,2025-04,paid_social,UK,low,full_price,13,7,active,78.0,30.91
C2546,2025-05,paid_social,UK,low,discount,15,6,churned,98.0,30.26
C2547,2025-06,paid_social,IN,low,discount,13,4,churned,52.0,30.81
C2548,2025-01,paid_social,CA,mid,full_price,17,10,active,188.0,33.25
C2549,2025-02,paid_social,US,high,full_price,17,9,active,169.0,18.99
C2550,2025-03,paid_social,IN,high,full_price,15,8,active,128.0,34.53
C2551,2025-04,search,US,high,full_price,17,2,churned,35.75,32.86
C2552,2025-05,paid_social,UK,low,full_price,13,6,active,60.0,32.88
C2553,2025-06,referral,US,mid,full_price,15,5,active,75.0,13.47
C2554,2025-01,paid_social,US,high,full_price,15,10,active,156.0,32.41
C2555,2025-02,paid_social,IN,low,discount,13,1,churned,13.0,29.09
C2556,2025-03,search,UK,high,full_price,17,6,churned,112.0,27.32
C2557,2025-04,paid_social,CA,low,discount,13,1,churned,13.0,30.91
C2558,2025-05,search,US,low,discount,15,4,churned,68.0,37.72
C2559,2025-06,referral,US,mid,full_price,15,5,active,79.0,9.94
C2560,2025-01,referral,IN,low,discount,15,1,churned,15.0,7.92
C2561,2025-02,paid_social,UK,high,full_price,17,9,active,157.0,32.19
C2562,2025-03,referral,UK,low,discount,13,1,churned,13.0,1.8
C2563,2025-04,paid_social,IN,low,discount,13,7,churned,84.5,31.04
C2564,2025-05,paid_social,US,high,full_price,17,6,active,108.0,33.07
C2565,2025-06,referral,IN,low,discount,13,3,churned,39.0,7.66
C2566,2025-01,referral,UK,mid,discount,15,2,churned,36.0,10.76
C2567,2025-02,search,IN,mid,full_price,17,9,active,135.0,26.06
C2568,2025-03,paid_social,UK,high,discount,17,3,churned,51.0,22.15
C2569,2025-04,paid_social,UK,mid,discount,15,3,churned,51.5,30.31
C2570,2025-05,search,UK,low,discount,17,6,active,102.0,21.36
C2571,2025-06,search,UK,mid,full_price,15,5,active,75.0,19.2
C2572,2025-01,referral,US,mid,discount,15,10,active,149.0,14.15
C2573,2025-02,paid_social,US,high,full_price,17,2,churned,25.5,26.05
C2574,2025-03,search,IN,mid,full_price,15,8,active,105.0,35.57
C2575,2025-04,referral,IN,low,discount,13,1,churned,17.0,15.32
C2576,2025-05,referral,IN,low,discount,13,4,churned,45.5,6.51
C2577,2025-06,search,US,mid,full_price,13,5,active,58.0,15.9
C2578,2025-01,search,US,high,full_price,17,10,active,169.0,15.57
C2579,2025-02,paid_social,CA,high,full_price,15,9,active,157.0,16.24
C2580,2025-03,paid_social,CA,mid,full_price,17,8,active,136.0,18.67
C2581,2025-04,paid_social,US,mid,discount,13,1,churned,6.5,23.92
C2582,2025-05,referral,CA,mid,full_price,15,6,active,112.0,9.77
C2583,2025-06,paid_social,IN,mid,full_price,15,5,active,91.0,29.53
C2584,2025-01,referral,UK,mid,discount,15,9,churned,135.0,9.29
C2585,2025-02,referral,IN,low,discount,13,1,churned,13.0,7.87
C2586,2025-03,search,IN,low,discount,13,2,churned,32.0,20.07
C2587,2025-04,search,UK,high,full_price,15,7,active,115.0,28.07
C2588,2025-05,paid_social,UK,mid,discount,15,6,active,60.0,16.94
C2589,2025-06,search,IN,mid,full_price,15,5,active,75.0,28.3
C2590,2025-01,referral,IN,low,discount,15,7,churned,119.0,14.05
C2591,2025-02,search,US,mid,full_price,15,9,active,141.0,22.52
C2592,2025-03,paid_social,US,mid,discount,15,6,churned,90.0,22.76
C2593,2025-04,referral,US,low,discount,13,2,churned,30.0,9.65
C2594,2025-05,referral,IN,mid,discount,13,6,active,84.0,12.33
C2595,2025-06,search,US,low,discount,13,3,churned,38.5,25.16
C2596,2025-01,search,CA,mid,full_price,13,10,active,123.0,26.72
C2597,2025-02,paid_social,US,low,full_price,13,8,churned,105.0,28.26
C2598,2025-03,paid_social,US,low,full_price,13,2,churned,26.0,32.84
C2599,2025-04,search,UK,high,full_price,17,7,active,106.0,25.08
C2600,2025-05,referral,IN,high,discount,17,6,active,85.0,9.31
C2601,2025-06,search,CA,high,full_price,15,5,active,81.0,23.36
C2602,2025-01,paid_social,UK,high,discount,17,2,churned,42.0,40.63
C2603,2025-02,paid_social,IN,mid,discount,13,3,churned,28.75,31.53
C2604,2025-03,paid_social,IN,low,discount,13,8,churned,110.0,19.88
C2605,2025-04,search,UK,low,full_price,13,7,active,97.0,12.42
C2606,2025-05,referral,IN,low,discount,13,2,churned,26.0,9.77
C2607,2025-06,search,UK,low,full_price,13,5,active,71.0,21.91
C2608,2025-01,referral,IN,low,discount,13,3,churned,39.0,9.5
C2609,2025-02,paid_social,IN,low,full_price,13,9,active,117.0,24.19
C2610,2025-03,referral,CA,high,full_price,17,8,active,140.0,4.66
C2611,2025-04,search,US,mid,full_price,17,7,active,119.0,14.52
C2612,2025-05,paid_social,IN,low,discount,13,6,active,84.0,32.68
C2613,2025-06,referral,UK,low,discount,13,2,churned,34.0,13.52
C2614,2025-01,search,US,low,discount,13,4,churned,48.75,14.75
C2615,2025-02,referral,CA,mid,full_price,15,9,active,145.0,8.04
C2616,2025-03,referral,US,low,full_price,15,8,active,109.0,12.59
C2617,2025-04,referral,CA,mid,full_price,15,7,active,105.0,11.22
C2618,2025-05,paid_social,US,low,full_price,17,6,active,114.0,30.44
C2619,2025-06,referral,UK,low,discount,17,5,active,85.0,15.46
C2620,2025-01,search,UK,high,full_price,15,10,active,141.0,15.83
C2621,2025-02,paid_social,IN,low,discount,13,6,churned,38.0,31.93
C2622,2025-03,search,US,mid,discount,15,7,churned,101.5,15.17
C2623,2025-04,paid_social,UK,low,discount,15,3,churned,51.0,33.66
C2624,2025-05,search,UK,high,full_price,15,6,active,81.0,25.75
C2625,2025-06,referral,IN,low,discount,15,2,churned,30.0,11.27
C2626,2025-01,paid_social,US,mid,full_price,15,10,active,158.0,25.23
C2627,2025-02,referral,US,low,discount,13,7,churned,95.0,11.22
C2628,2025-03,paid_social,US,high,full_price,17,8,active,127.0,26.94
C2629,2025-04,search,CA,mid,full_price,13,7,active,86.0,22.25
C2630,2025-05,referral,UK,low,discount,15,5,churned,79.0,6.67
C2631,2025-06,referral,IN,mid,full_price,15,5,active,75.0,8.79
C2632,2025-01,referral,IN,low,discount,15,4,churned,72.0,9.85
C2633,2025-02,paid_social,US,mid,full_price,15,9,active,111.0,27.7
C2634,2025-03,paid_social,US,mid,full_price,17,8,active,142.0,23.13
C2635,2025-04,referral,US,high,discount,13,1,churned,19.0,14.26
C2636,2025-05,search,CA,high,full_price,17,6,active,102.0,33.78
C2637,2025-06,referral,UK,mid,discount,13,5,churned,58.5,12.12
C2638,2025-01,referral,US,high,full_price,17,10,active,188.0,14.47
C2639,2025-02,search,US,mid,full_price,17,9,active,163.0,21.0
C2640,2025-03,referral,UK,low,discount,13,5,churned,79.0,9.06
C2641,2025-04,search,CA,high,full_price,17,7,active,116.0,28.23
C2642,2025-05,search,US,high,full_price,17,6,active,110.0,23.38
C2643,2025-06,referral,IN,low,discount,15,5,active,81.0,10.0
C2644,2025-01,paid_social,US,high,discount,15,5,churned,75.0,30.77
C2645,2025-02,search,US,high,full_price,15,9,active,155.0,17.01
C2646,2025-03,paid_social,CA,mid,full_price,17,8,active,124.0,31.34
C2647,2025-04,paid_social,UK,low,full_price,13,7,active,86.0,18.61
C2648,2025-05,paid_social,UK,high,full_price,15,4,churned,68.0,30.48
C2649,2025-06,referral,CA,low,discount,15,2,churned,30.0,14.01
C2650,2025-01,search,IN,mid,discount,15,5,churned,60.0,20.51
C2651,2025-02,search,UK,low,full_price,13,9,active,125.0,19.45
C2652,2025-03,referral,CA,mid,full_price,15,8,active,124.0,7.04
C2653,2025-04,paid_social,CA,low,discount,15,7,active,109.0,27.02
C2654,2025-05,search,US,mid,full_price,13,6,active,86.0,24.95
C2655,2025-06,search,IN,low,discount,13,5,active,65.0,12.0
C2656,2025-01,referral,US,mid,full_price,15,7,churned,86.25,13.7
C2657,2025-02,referral,US,mid,full_price,13,9,active,125.0,6.63
C2658,2025-03,search,CA,high,full_price,17,8,active,125.0,21.53
C2659,2025-04,search,US,high,full_price,17,7,active,127.0,13.38
C2660,2025-05,referral,IN,low,discount,13,1,churned,13.0,12.14
C2661,2025-06,paid_social,US,low,discount,15,1,churned,11.25,23.74
C2662,2025-01,search,CA,high,discount,15,2,churned,28.5,18.28
C2663,2025-02,paid_social,IN,mid,discount,15,2,churned,19.0,15.31
C2664,2025-03,referral,US,low,discount,17,8,churned,142.0,14.52
C2665,2025-04,paid_social,CA,low,full_price,13,7,active,78.0,27.95
C2666,2025-05,paid_social,US,high,discount,17,3,churned,42.5,29.52
C2667,2025-06,paid_social,US,high,full_price,17,3,churned,51.0,23.29
C2668,2025-01,search,UK,high,discount,17,1,churned,17.0,30.33
C2669,2025-02,paid_social,CA,low,discount,13,2,churned,30.75,43.78
C2670,2025-03,referral,IN,mid,discount,15,7,churned,90.0,6.65
C2671,2025-04,paid_social,US,mid,full_price,15,7,active,96.0,22.18
C2672,2025-05,search,IN,low,discount,15,1,churned,11.25,21.78
C2673,2025-06,search,US,low,full_price,15,5,active,83.0,28.31
C2674,2025-01,referral,IN,mid,discount,15,3,churned,45.0,3.89
C2675,2025-02,referral,IN,mid,discount,15,6,churned,90.0,10.64
C2676,2025-03,search,IN,low,discount,15,3,churned,26.25,15.42
C2677,2025-04,referral,IN,low,discount,13,2,churned,19.5,9.09
C2678,2025-05,referral,IN,mid,discount,15,6,active,98.0,15.21
C2679,2025-06,search,CA,mid,full_price,15,5,active,79.0,25.84
C2680,2025-01,paid_social,US,high,full_price,15,3,churned,45.0,27.78
C2681,2025-02,referral,IN,mid,discount,15,6,churned,81.0,14.87
C2682,2025-03,search,US,mid,full_price,17,8,active,133.0,26.95
C2683,2025-04,referral,CA,mid,full_price,13,7,active,97.0,8.91
C2684,2025-05,search,US,mid,full_price,17,6,active,102.0,25.28
C2685,2025-06,search,US,high,full_price,17,5,active,89.0,28.89
C2686,2025-01,referral,US,mid,discount,15,1,churned,11.25,6.07
C2687,2025-02,referral,US,low,discount,13,2,churned,34.0,9.71
C2688,2025-03,search,US,mid,full_price,17,5,churned,85.0,19.79
C2689,2025-04,paid_social,CA,mid,full_price,15,7,active,117.0,19.5
C2690,2025-05,referral,UK,low,discount,15,3,churned,30.0,8.56
C2691,2025-06,search,US,low,discount,13,1,churned,13.0,20.7
C2692,2025-01,paid_social,UK,high,full_price,17,10,active,178.0,27.68
C2693,2025-02,referral,UK,high,full_price,17,9,active,171.0,16.69
C2694,2025-03,referral,US,low,full_price,15,8,active,150.0,11.79
